0,6,3,8,3,0,3,3,8,2,0.8811
3,2,4,3,6,2,2,3,0,6,1.0012
3,6,4,1,8,9,7,5,0,9,0.9586
5,8,10,9,0,1,5,7,6,5,1.0071
2,9,8,10,8,8,4,5,5,1,0.8588
1,6,2,7,9,7,8,4,6,8,0.9434
2,6,6,2,3,6,4,6,4,3,0.8652
5,8,3,2,7,6,4,4,6,5,0.9244
4,4,3,9,5,0,1,1,10,2,0.8547
9,7,8,9,2,8,4,2,2,10,1.0134
1,6,8,9,0,7,10,4,3,9,1.0032
2,3,6,5,4,4,9,7,9,6,0.9908
9,4,10,10,0,9,3,5,3,2,1.0003
4,2,2,7,5,5,4,2,5,10,0.9997
3,4,0,4,4,0,8,5,2,10,1.0006
4,8,2,9,5,8,4,3,3,2,0.7849
6,3,0,10,8,7,4,4,4,9,0.9916
4,6,3,5,8,2,1,2,2,9,0.9997
8,0,9,6,0,9,6,4,6,9,1.0006
6,2,1,2,8,8,8,6,5,7,0.9282
6,3,4,1,5,6,9,5,6,3,0.8242
7,1,5,5,1,9,6,5,3,7,0.9988
6,7,9,6,3,8,7,2,5,7,0.9983
3,6,2,7,10,8,5,4,4,9,0.967
1,6,1,3,3,6,2,7,1,3,0.9243
1,1,6,1,10,0,5,5,1,2,0.8469
9,0,0,0,2,0,9,7,3,7,1.0
6,8,9,1,1,10,1,1,3,3,0.9925
0,5,7,4,2,7,10,4,7,8,1.0015
4,1,4,3,7,10,8,6,3,2,0.7763
2,8,6,3,7,4,9,8,7,7,0.9544
3,6,5,4,5,4,9,6,5,6,0.9284
2,8,9,8,6,3,1,0,2,4,0.9672
3,10,3,3,2,0,2,8,6,2,0.913
5,9,6,4,6,5,1,4,9,2,0.8935
5,8,2,7,8,8,7,1,1,3,0.7968
1,3,4,2,5,9,3,4,9,7,0.9928
4,4,7,0,2,5,6,7,4,10,0.9997
3,8,8,2,1,6,1,4,2,5,0.9988
2,2,9,0,4,8,8,3,7,2,0.8899
2,3,7,8,5,8,8,1,1,3,0.8842
2,8,6,9,5,2,8,9,3,4,0.9535
4,2,9,5,6,8,4,6,1,10,0.9982
3,1,9,5,7,4,1,5,9,6,1.0242
5,3,5,1,6,0,9,9,4,0,0.8343
4,3,6,8,2,6,4,7,2,5,1.0202
3,9,6,5,2,6,1,6,7,8,0.9996
5,2,7,0,5,9,4,2,0,1,0.8902
