3,6,0,1,2,6,6,10,7,10,0.9465
0,8,8,4,3,5,1,2,5,4,0.9373
7,6,9,5,2,1,5,4,6,6,0.9465
1,6,7,9,9,10,4,7,1,0,0.8281000000000001
8,2,8,4,6,6,2,3,7,2,0.8608
3,1,6,7,6,9,8,4,6,3,0.8192
2,9,4,10,10,9,7,2,9,8,0.908
5,4,4,6,2,4,1,6,6,2,0.9321
6,6,1,7,5,6,3,10,3,8,0.9457
2,1,10,8,4,9,1,5,1,2,0.9049
4,9,1,5,2,8,6,6,0,6,0.9390000000000001
1,3,2,6,10,8,0,0,9,3,0.7501
10,8,5,3,5,9,10,2,10,1,0.7865
1,6,5,3,7,2,9,7,10,1,0.7833
9,3,4,6,1,3,2,8,8,5,0.9468
4,2,1,3,3,8,8,6,2,6,0.9325
8,4,4,6,0,7,2,3,4,0,0.9092
5,9,6,10,4,2,8,1,5,4,0.9032
8,5,2,9,8,3,2,4,3,7,0.9361
7,6,1,0,1,0,3,7,9,0,0.6012
2,8,9,1,1,6,3,3,4,9,0.9460999999999999
5,4,2,0,9,2,10,6,2,5,0.7269
6,3,2,1,8,6,6,7,4,7,0.9114
4,10,0,4,1,7,0,8,8,9,0.9468
1,10,2,7,4,4,1,0,9,8,0.9422
8,5,7,7,8,5,1,4,10,4,0.8933
6,9,4,4,6,4,5,2,8,7,0.9387
6,0,8,3,4,2,5,6,6,7,0.9484
7,8,9,2,5,2,7,0,7,1,0.838
3,10,8,6,7,4,8,0,8,6,0.9111
8,1,10,2,7,3,5,3,2,10,0.9466
6,2,6,4,0,3,4,2,2,8,0.9485
4,3,2,9,1,4,8,4,5,2,0.8311999999999999
6,1,8,2,2,5,2,3,0,8,0.9483
2,6,6,8,5,2,6,7,5,10,0.9474
7,4,5,2,7,3,9,5,2,7,0.9252
0,6,7,1,6,10,2,8,6,1,0.8220000000000001
2,7,1,7,9,7,5,2,8,3,0.7042999999999999
1,1,3,9,6,5,2,9,8,9,0.9439
8,2,4,6,4,5,9,4,4,0,0.7641
1,5,7,3,0,1,8,10,2,2,0.8676
5,4,2,4,2,2,9,8,9,3,0.8464
9,2,5,5,7,4,7,1,3,1,0.7908
10,5,3,6,10,0,6,1,7,8,0.9289000000000001
10,1,3,9,6,0,8,10,0,7,0.9452
2,8,4,10,10,5,9,8,6,6,0.8371999999999999
4,9,7,8,7,4,8,1,6,4,0.8504
6,8,6,1,8,1,4,9,3,6,0.9096
4,5,2,6,3,8,3,4,9,2,0.8235
7,7,0,2,8,8,6,2,6,5,0.7699
4,0,5,8,9,6,10,8,3,4,0.9493
8,4,10,4,8,10,3,8,1,1,0.8549
9,2,6,5,4,9,0,5,8,2,0.9255
2,7,10,2,2,0,4,1,4,10,0.9479
5,5,9,10,5,6,2,4,4,6,0.9449
10,0,1,8,3,8,6,5,4,9,0.9491
9,3,9,7,8,4,6,9,5,6,0.9295
5,4,4,3,4,7,4,5,2,4,0.9169
4,7,3,1,5,8,4,9,10,5,0.91
6,0,8,8,1,7,10,5,7,5,0.9482
9,4,3,8,0,6,7,3,1,3,0.9390000000000001
0,8,8,8,6,9,4,7,8,4,0.8921
8,2,6,2,2,10,3,9,4,4,0.9313
3,7,7,0,4,2,1,9,0,9,0.948
0,2,9,2,9,8,4,1,1,9,0.9373
3,8,0,5,3,3,5,2,3,5,0.9317
3,3,8,9,3,7,9,8,1,8,0.9444
9,7,6,5,8,1,7,6,5,3,0.8271
2,9,5,0,6,1,7,6,2,2,0.7712
7,10,3,4,9,1,0,6,7,8,0.9251
10,0,0,0,10,8,10,0,7,0,0.9452
3,10,0,0,2,0,10,7,10,0,0.4546
1,6,0,5,4,3,9,7,2,0,0.5268999999999999
6,9,0,0,3,0,2,3,6,0,0.4396
3,8,0,9,2,8,1,5,7,0,0.6228
7,1,0,1,6,0,4,2,2,2,0.5569
2,6,0,2,3,1,9,6,4,1,0.47940000000000005
8,8,10,7,0,9,10,6,6,0,0.8464
1,10,0,9,0,0,6,9,6,0,0.5729
0,1,0,4,5,0,3,0,10,0,0.5836
0,10,1,9,3,0,6,1,8,0,0.6819
6,7,0,0,4,8,6,3,3,0,0.4919
5,5,0,0,0,5,9,7,8,2,0.7897000000000001
9,10,0,0,9,1,7,6,9,3,0.5495
4,6,0,0,10,4,4,0,8,10,0.9317
8,3,0,0,5,4,0,9,5,1,0.5772999999999999
3,3,10,0,10,10,9,0,10,4,0.8614999999999999
1,1,0,4,10,0,3,9,0,4,0.6214999999999999
8,0,0,4,1,10,9,3,6,0,0.9162
10,9,0,0,7,4,6,8,6,0,0.4776
10,6,0,0,8,1,3,7,0,2,0.5351
4,10,0,2,4,10,2,8,0,1,0.5601
7,8,0,10,10,2,1,8,0,0,0.6366
3,5,0,0,5,1,6,9,6,0,0.42290000000000005
9,9,0,1,6,1,6,3,7,1,0.46509999999999996
9,10,0,5,10,9,8,4,4,0,0.6846
